trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
361,False,"{'a': 0.85, 'e': 0.004335537821028035}",30,4,41.20562810367827,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.85, 'e': 0.0042705047537126145}",20,7,24.761561180186824,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.85, 'e': 0.004206447182406926}",20,7,22.767804411726914,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.85, 'e': 0.004143350474670821}",30,19,18.483880999078696,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.85, 'e': 0.004081200217550759}",20,13,15.213590762252148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.85, 'e': 0.0040199822142874975}",20,9,18.350632389046837,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.85, 'e': 0.003959682481073186}",25,11,25.833392265420404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.85, 'e': 0.0039002872438570874}",20,13,13.106042835672419,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.85, 'e': 0.003841782935199231}",30,7,38.88234160007261,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.85, 'e': 0.0037841561911712424}",30,16,25.89652224160489,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.85, 'e': 0.0037273938483036737}",20,8,23.74642245036989,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.85, 'e': 0.0036714829405791187}",20,13,13.211853381491524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.85, 'e': 0.0036164106964704317}",30,16,25.480424324611505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.85, 'e': 0.0035621645360233755}",25,12,23.957948708301274,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.85, 'e': 0.0035087320679830247}",20,8,20.974650668051645,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.85, 'e': 0.003456101086963279}",25,13,20.358835453713002,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.85, 'e': 0.00340425957065883}",25,17,15.939528848536796,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.85, 'e': 0.0033531956770989474}",20,0,19.842173573818116,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
379,False,"{'a': 0.85, 'e': 0.003302897741942463}",25,11,30.950407630874864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.85, 'e': 0.003253354275813326}",20,11,16.507523561687787,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.85, 'e': 0.0032045539616761265}",20,13,14.678048021137235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.85, 'e': 0.0031564856522509842}",25,16,19.537267012862383,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.85, 'e': 0.0031091383674672194}",30,19,16.114802347633784,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.85, 'e': 0.0030625012919552113}",20,10,18.334613046095082,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.85, 'e': 0.003016563772575883}",20,4,26.703887180381106,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.85, 'e': 0.0029713153159872446}",25,12,23.006959554725295,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.85, 'e': 0.002926745586247436}",30,4,50.2248049613428,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.85, 'e': 0.0028828444024537243}",25,15,19.60275225908694,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.85, 'e': 0.0028396017364169185}",20,10,19.38792646236613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.85, 'e': 0.002797007710370665}",20,9,18.91041285171082,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.85, 'e': 0.002755052594715105}",25,0,41.69807355851309,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
392,False,"{'a': 0.85, 'e': 0.002713726805794378}",20,6,24.458366536237637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.85, 'e': 0.0026730209037074625}",20,10,17.998759999804083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.85, 'e': 0.0026329255901518505}",25,8,28.949587562837753,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.85, 'e': 0.0025934317062995724}",20,6,28.239148061607686,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.85, 'e': 0.002554530230705079}",30,18,23.064788351143097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.85, 'e': 0.002516212277244503}",20,6,21.227843781301136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.85, 'e': 0.002478469093085835}",25,10,29.36190339650115,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.85, 'e': 0.0024412920566895474}",25,15,16.59922790796559,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.85, 'e': 0.0024046726758392045}",20,14,10.823200798682313,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.85, 'e': 0.002368602585701616}",25,5,36.622463647494435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.85, 'e': 0.002333073546916092}",30,7,36.73272058915051,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.85, 'e': 0.0022980774437123506}",20,6,26.176777304661297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.85, 'e': 0.0022636062820566654}",20,10,19.028395786548877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.85, 'e': 0.002229652187825815}",20,11,16.26780356262511,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.85, 'e': 0.002196207405008428}",20,9,22.91910827249644,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.85, 'e': 0.0021632642939333016}",25,11,14.565469032903797,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.85, 'e': 0.0021308153295243023}",25,15,19.696464543174045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.85, 'e': 0.0020988530995814376}",30,14,28.257912095994474,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.85, 'e': 0.0020673703030877157}",20,3,24.647366824428033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.85, 'e': 0.0020363597485414}",30,14,28.8987431936283,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.85, 'e': 0.002005814352313279}",25,8,28.242623075932563,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.85, 'e': 0.00197572713702858}",20,13,10.639844168450761,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.85, 'e': 0.0019460912299731513}",25,13,26.389758713538743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.85, 'e': 0.0019168998615235538}",20,3,28.842100787157513,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.85, 'e': 0.0018881463636007006}",20,6,24.239604327176195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.85, 'e': 0.00185982416814669}",25,13,18.29053573253249,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.85, 'e': 0.0018319268056244896}",20,12,17.24228695924346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.85, 'e': 0.0018044479035401223}",20,13,13.40381026380145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.85, 'e': 0.0017773811849870205}",20,6,25.128247538583448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.85, 'e': 0.001750720467212215}",30,16,23.094055427214418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.85, 'e': 0.0017244596602040319}",20,8,28.01852836132848,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.85, 'e': 0.0016985927653009713}",25,16,16.360963153124786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.85, 'e': 0.0016731138738214568}",20,3,29.363107323138077,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.85, 'e': 0.0016480171657141348}",20,13,13.104525162722144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.85, 'e': 0.0016232969082284228}",25,15,19.77744970413346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.85, 'e': 0.0015989474546049965}",20,10,18.372947822596394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.85, 'e': 0.0015749632427859215}",25,11,25.59954284781947,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.85, 'e': 0.0015513387941441326}",25,14,21.241973486161672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.85, 'e': 0.0015280687122319707}",25,14,14.819101908801159,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.85, 'e': 0.0015051476815484911}",20,13,13.693392686207805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.85, 'e': 0.0014825704663252637}",20,12,13.088526941322028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.85, 'e': 0.0014603319093303847}",25,7,13.269258332635232,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
434,False,"{'a': 0.85, 'e': 0.0014384269306904288}",25,11,29.195847377067373,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.85, 'e': 0.0014168505267300724}",25,2,36.05996311332143,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.85, 'e': 0.0013955977688291214}",25,17,12.794562767804798,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.85, 'e': 0.0013746638022966845}",20,11,17.623065164850058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.85, 'e': 0.0013540438452622342}",20,6,22.382643687413847,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.85, 'e': 0.0013337331875833006}",30,16,28.137247287014592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.85, 'e': 0.0013137271897695512}",20,8,22.1200794901775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.85, 'e': 0.001294021281923008}",25,9,28.238423271687086,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.85, 'e': 0.0012746109626941627}",25,7,30.54511944285372,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.85, 'e': 0.0012554917982537503}",20,7,23.983835745335607,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.85, 'e': 0.001236659421279944}",25,4,42.96073456808191,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.85, 'e': 0.0012181095299607448}",25,11,24.359158943546987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.85, 'e': 0.0011998378870113336}",20,11,14.736357890797873,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.85, 'e': 0.0011818403187061636}",20,7,26.31076734839779,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.85, 'e': 0.0011641127139255711}",20,6,26.52256995729412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.85, 'e': 0.0011466510232166875}",20,16,6.852703785556942,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.85, 'e': 0.0011294512578684372}",20,3,29.452357197613196,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.85, 'e': 0.0011125094890004107}",25,14,20.068345429323358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.85, 'e': 0.0010958218466654045}",30,15,31.529794149835983,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.85, 'e': 0.0010793845189654234}",25,19,9.607862295988639,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.85, 'e': 0.0010631937511809421}",25,18,11.398362759379943,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.85, 'e': 0.001047245844913228}",25,8,30.022179380860617,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.85, 'e': 0.0010315371572395295}",25,11,28.43443376568722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.85, 'e': 0.0010160640998809365}",25,16,15.752289296693624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.85, 'e': 0.0010008231383827225}",25,15,19.153344522175303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.85, 'e': 0.0009858107913069817}",20,9,17.214067066601164,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.85, 'e': 0.0009710236294373769}",25,13,21.686527624349427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.85, 'e': 0.0009564582749958162}",25,12,25.80935679823822,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.85, 'e': 0.000942111400870879}",20,14,10.771361581131822,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.85, 'e': 0.0009279797298578158}",20,0,7.454541953028475,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
464,False,"{'a': 0.85, 'e': 0.0009140600339099485}",25,10,29.04635312667219,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.85, 'e': 0.0009003491334012993}",25,10,27.261053094231052,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.85, 'e': 0.0008868438964002797}",20,7,20.366695175025626,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.85, 'e': 0.0008735412379542756}",30,17,21.108468575273555,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.85, 'e': 0.0008604381193849614}",20,13,12.220911338569065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.85, 'e': 0.000847531547594187}",20,6,22.358090267600453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.85, 'e': 0.0008348185743802741}",20,6,23.213135278801378,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.85, 'e': 0.00082229629576457}",25,14,22.454186864158494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.85, 'e': 0.0008099618513281014}",20,1,32.12692030703877,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.85, 'e': 0.0007978124235581799}",30,16,28.549307359934595,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.85, 'e': 0.0007858452372048072}",35,17,36.76378775989194,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.85, 'e': 0.0007740575586467351}",20,8,22.479424523628243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.85, 'e': 0.0007624466952670341}",20,14,12.14037305170053,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.85, 'e': 0.0007510099948380285}",25,14,19.981125851392147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.85, 'e': 0.0007397448449154581}",25,6,30.87250769049507,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.85, 'e': 0.0007286486722417262}",25,11,24.373938093094836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.85, 'e': 0.0007177189421581003}",20,6,27.88037667395317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.85, 'e': 0.0007069531580257289}",25,11,29.111460049428143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.85, 'e': 0.0006963488606553428}",20,8,20.86295988995805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.85, 'e': 0.0006859036277455128}",25,17,15.45747984063894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.85, 'e': 0.00067561507332933}",25,3,42.2229959459302,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.85, 'e': 0.00066548084722939}",20,9,17.93507391650354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.85, 'e': 0.0006554986345209493}",30,16,28.400493566251754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.85, 'e': 0.0006456661550031349}",25,13,24.318115107658734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.85, 'e': 0.0006359811626780879}",20,7,24.319128704916533,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.85, 'e': 0.0006264414452379166}",30,15,29.191051311940647,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.85, 'e': 0.0006170448235593479}",20,9,21.18882862616749,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.85, 'e': 0.0006077891512059577}",20,12,19.847576129093696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.85, 'e': 0.0005986723139378683}",20,9,19.952415620123894,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.85, 'e': 0.0005896922292288002}",20,8,21.849534102945302,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.85, 'e': 0.0005808468457903682}",30,17,25.4614499924333,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.85, 'e': 0.0005721341431035126}",25,15,21.268630392670385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.85, 'e': 0.0005635521309569599}",30,16,24.968010601541977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.85, 'e': 0.0005550988489926056}",20,13,14.589479952540275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.85, 'e': 0.0005467723662577165}",20,6,23.66278656770406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.85, 'e': 0.0005385707807638507}",35,17,34.54200965909092,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.85, 'e': 0.0005304922190523929}",25,17,12.509125581265625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.85, 'e': 0.000522534835766607}",30,16,22.62846591627651,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.85, 'e': 0.000514696813230108}",35,13,43.96946217879513,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.85, 'e': 0.0005069763610316563}",25,13,18.631705487563192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.85, 'e': 0.0004993717156161814}",20,9,22.004975534569077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,12,17.450858891794557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,2,26.78245037155109,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,1,41.93721803504855,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,17,15.373952193542651,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,6,26.730847833030055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,3,39.15501075486058,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,10,26.46318101146387,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,13,31.322936815309948,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,17,24.24963936540865,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,12,15.161628009210316,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
